Page ID,Title,URL,"Page Views, last 60 days","Description, local","Description, Wikidata",Alias,Label,Size in Bytes,Available languages count,Categories,Category URLs,Page Image Name,Page Image URL,Images,Image URLs,"Location, Latitude","Location, Longitude","Location, Distance to BYU","Location, Name","Location, Type","Location, Country","Location, Region","Location, Globe"
44298710,Cross-country skiing (sport),https://en.wikipedia.org/wiki/Cross-country_skiing_(sport),4735,Competitive winter sport,competitive winter sport,['XC skiing'],['cross-country skiing'],50734,55,"['Cross-country skiing', 'Ski marathons', 'Winter Olympic sports']","['https://en.wikipedia.org/wiki/Category:Cross-country_skiing', 'https://en.wikipedia.org/wiki/Category:Ski_marathons', 'https://en.wikipedia.org/wiki/Category:Winter_Olympic_sports']",Дёминский_Лыжный_Марафон_2015.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/%D0%94%D1%91%D0%BC%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%9B%D1%8B%D0%B6%D0%BD%D1%8B%D0%B9_%D0%9C%D0%B0%D1%80%D0%B0%D1%84%D0%BE%D0%BD_2015.jpg,"['https://en.wikipedia.org/wiki/File:AIN.11161.1695.jpg', 'https://en.wikipedia.org/wiki/File:BRINK_Joergen.jpg', 'https://en.wikipedia.org/wiki/File:Biathlon_Oberhof_2013-039.jpg', 'https://en.wikipedia.org/wiki/File:Campeonato_mundial.jpg', 'https://en.wikipedia.org/wiki/File:Commgames_2006_Mens_Marathon.jpg', 'https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:David_Coulthard_2008_Canada.jpg', 'https://en.wikipedia.org/wiki/File:Flag_of_Argentina.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Australia_(converted).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Austria.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Canada_(Pantone).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Estonia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Finland.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_France.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Germany.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Iceland.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Italy.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Japan.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_New_Zealand.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Norway.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Poland.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Russia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Sweden.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Switzerland.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_Czech_Republic.svg', ""https://en.wikipedia.org/wiki/File:Flag_of_the_People's_Republic_of_China.svg"", 'https://en.wikipedia.org/wiki/File:Flag_of_the_United_States.svg', 'https://en.wikipedia.org/wiki/File:Lahden_stadion_2010-03-06.JPG', 'https://en.wikipedia.org/wiki/File:Martin_Matsbo.jpg', 'https://en.wikipedia.org/wiki/File:Michal_Malak_at_Tour_de_Ski_retouched.jpg', 'https://en.wikipedia.org/wiki/File:Nordic_combined_pictogram.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Olympic_rings_without_rims.svg', 'https://en.wikipedia.org/wiki/File:Paralympic_XC_ski_sitting.JPG', 'https://en.wikipedia.org/wiki/File:Rollski_DM_Lanzenhain.jpg', 'https://en.wikipedia.org/wiki/File:Sverre_Stenersen.jpg', 'https://en.wikipedia.org/wiki/File:Symbol_category_class.svg', 'https://en.wikipedia.org/wiki/File:Symbol_support_vote.svg', 'https://en.wikipedia.org/wiki/File:Tartu_Maraton_2006-2.jpg', 'https://en.wikipedia.org/wiki/File:Womens_team_sprint_medal_ceremony_Oslo_2011.jpg', 'https://en.wikipedia.org/wiki/File:Дёминский_Лыжный_Марафон_2015.jpg']","['https://upload.wikimedia.org/wikipedia/commons/9/9b/AIN.11161.1695.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/BRINK_Joergen.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/6b/Biathlon_Oberhof_2013-039.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/96/Campeonato_mundial.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/8d/Commgames_2006_Mens_Marathon.jpg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/David_Coulthard_2008_Canada.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/Flag_of_Austria.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg', 'https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg', 'https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg', 'https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg', 'https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg', 'https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f3/Flag_of_Switzerland.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_the_People%27s_Republic_of_China.svg', 'https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fb/Lahden_stadion_2010-03-06.JPG', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Martin_Matsbo.jpg', 'https://upload.wikimedia.org/wikipedia/commons/8/88/Michal_Malak_at_Tour_de_Ski_retouched.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4b/Nordic_combined_pictogram.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Olympic_rings_without_rims.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/de/Paralympic_XC_ski_sitting.JPG', 'https://upload.wikimedia.org/wikipedia/commons/9/9b/Rollski_DM_Lanzenhain.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b7/Sverre_Stenersen.jpg', 'https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/en/9/94/Symbol_support_vote.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Tartu_Maraton_2006-2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Womens_team_sprint_medal_ceremony_Oslo_2011.jpg', 'https://upload.wikimedia.org/wikipedia/commons/c/c4/%D0%94%D1%91%D0%BC%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%9B%D1%8B%D0%B6%D0%BD%D1%8B%D0%B9_%D0%9C%D0%B0%D1%80%D0%B0%D1%84%D0%BE%D0%BD_2015.jpg']",,,,,,,,
50666777,St. Publius Parish Church,https://en.wikipedia.org/wiki/St._Publius_Parish_Church,302,"Church in Floriana, Malta","church in Floriana, Malta",,['St. Publius Parish Church'],8420,3,"['18th-century Roman Catholic church buildings in Malta', '19th-century Roman Catholic church buildings in Malta', '20th-century Roman Catholic church buildings in Malta']","['https://en.wikipedia.org/wiki/Category:18th-century_Roman_Catholic_church_buildings_in_Malta', 'https://en.wikipedia.org/wiki/Category:19th-century_Roman_Catholic_church_buildings_in_Malta', 'https://en.wikipedia.org/wiki/Category:20th-century_Roman_Catholic_church_buildings_in_Malta']",Floriana_parish_church.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Floriana_parish_church.jpeg,"['https://en.wikipedia.org/wiki/File:046CupolaSPietro.jpg', 'https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Malta.svg', 'https://en.wikipedia.org/wiki/File:Floriana_-_O’hara_(smith)_-_-_1859.jpg', 'https://en.wikipedia.org/wiki/File:Floriana_parish_church.jpeg', 'https://en.wikipedia.org/wiki/File:Malta_-_Floriana_-_Triq_San_Publiju_-_St._Publius_Parish_Church_in_05_ies.jpg', 'https://en.wikipedia.org/wiki/File:P_history.svg']","['https://upload.wikimedia.org/wikipedia/commons/5/5a/046CupolaSPietro.jpg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/29/Floriana_-_O%E2%80%99hara_%28smith%29_-_-_1859.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4e/Floriana_parish_church.jpeg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Malta_-_Floriana_-_Triq_San_Publiju_-_St._Publius_Parish_Church_in_05_ies.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/P_history.svg']",35.89244444,14.50483333,9918138.6,,,,,earth
60690953,Deadly Record,https://en.wikipedia.org/wiki/Deadly_Record,130,1959 film,film,,['Deadly Record'],3139,,,,Deadly_Record_(1959_film).jpg,https://upload.wikimedia.org/wikipedia/en/5/5f/Deadly_Record_%281959_film%29.jpg,"['https://en.wikipedia.org/wiki/File:Crime_film_clapperboard.svg', 'https://en.wikipedia.org/wiki/File:Deadly_Record_(1959_film).jpg']","['https://upload.wikimedia.org/wikipedia/commons/0/03/Crime_film_clapperboard.svg', 'https://upload.wikimedia.org/wikipedia/en/5/5f/Deadly_Record_%281959_film%29.jpg']",,,,,,,,
340433,Prosopis,https://en.wikipedia.org/wiki/Prosopis,3436,Genus of legumes,genus of plants,,['Prosopis'],15031,26,"['Fabaceae genera', 'Forages', 'Medicinal plants', 'Prosopis', 'Taxa named by Carl Linnaeus']","['https://en.wikipedia.org/wiki/Category:Fabaceae_genera', 'https://en.wikipedia.org/wiki/Category:Forages', 'https://en.wikipedia.org/wiki/Category:Medicinal_plants', 'https://en.wikipedia.org/wiki/Category:Prosopis', 'https://en.wikipedia.org/wiki/Category:Taxa_named_by_Carl_Linnaeus']",Prosopis_caldenia.jpg,https://upload.wikimedia.org/wikipedia/commons/7/73/Prosopis_caldenia.jpg,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Prosopis_caldenia.jpg', 'https://en.wikipedia.org/wiki/File:Red_Pencil_Icon.png', 'https://en.wikipedia.org/wiki/File:Wikispecies-logo.svg']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/Prosopis_caldenia.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/Red_Pencil_Icon.png', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg']",,,,,,,,
7244426,The Rose Bush of Memories,https://en.wikipedia.org/wiki/The_Rose_Bush_of_Memories,27,1914 American film,1914 silent short film,['Rose Bush of Memories'],['The Rose Bush of Memories'],1139,1,"['1914 films', 'American black-and-white films', 'American films', 'American silent short films', 'Short silent film stubs']","['https://en.wikipedia.org/wiki/Category:1914_films', 'https://en.wikipedia.org/wiki/Category:American_black-and-white_films', 'https://en.wikipedia.org/wiki/Category:American_films', 'https://en.wikipedia.org/wiki/Category:American_silent_short_films', 'https://en.wikipedia.org/wiki/Category:Short_silent_film_stubs']",The_Rose_Bush_of_Memories.jpg,https://upload.wikimedia.org/wikipedia/en/4/48/The_Rose_Bush_of_Memories.jpg,"['https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:Silentfilm.png', 'https://en.wikipedia.org/wiki/File:The_Rose_Bush_of_Memories.jpg']","['https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/5c/Silentfilm.png', 'https://upload.wikimedia.org/wikipedia/en/4/48/The_Rose_Bush_of_Memories.jpg']",,,,,,,,
31079129,Al Mufrihat,https://en.wikipedia.org/wiki/Al_Mufrihat,16,"Village in Al Madinah Province, Saudi Arabia",human settlement in Saudi Arabia,,['Al Mufrihat'],1871,5,,,Saudi_Arabia_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/6/67/Saudi_Arabia_location_map.svg,"['https://en.wikipedia.org/wiki/File:Emblem_of_Saudi_Arabia_(2).svg', 'https://en.wikipedia.org/wiki/File:Flag_map_of_Saudi_Arabia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Saudi_Arabia.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg', 'https://en.wikipedia.org/wiki/File:Saudi_Arabia_location_map.svg']","['https://upload.wikimedia.org/wikipedia/commons/4/45/Emblem_of_Saudi_Arabia_%282%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1d/Flag_map_of_Saudi_Arabia.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Saudi_Arabia.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Saudi_Arabia_location_map.svg']",24.35,39.41666667,12232194.4,,,SA,,earth
43821392,Jessica von Deinburg-Thalbach,https://en.wikipedia.org/wiki/Jessica_von_Deinburg-Thalbach,11,,,,['Jessica von Deinburg-Thalbach'],2693,,,,,,"['https://en.wikipedia.org/wiki/File:Ambox_important.svg', 'https://en.wikipedia.org/wiki/File:Edit-clear.svg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:WPSOAP-Icon.png']","['https://upload.wikimedia.org/wikipedia/en/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/en/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d4/WPSOAP-Icon.png']",,,,,,,,
64276312,Schnelle,https://en.wikipedia.org/wiki/Schnelle,7,Surname list,family name,,['Schnelle'],495,,,,,,['https://en.wikipedia.org/wiki/File:WPanthroponymy.svg'],['https://upload.wikimedia.org/wikipedia/commons/9/99/WPanthroponymy.svg'],,,,,,,,
21154679,Audi A7,https://en.wikipedia.org/wiki/Audi_A7,35567,Motor vehicle,car model,['A7'],['Audi A7'],42280,31,"['2020s cars', 'All-wheel-drive vehicles', 'Audi vehicles', 'Cars introduced in 2010', 'Executive cars', 'Front-wheel-drive vehicles', 'Hatchbacks', 'Plug-in hybrid vehicles', 'Sedans', 'Sports sedans']","['https://en.wikipedia.org/wiki/Category:2020s_cars', 'https://en.wikipedia.org/wiki/Category:All-wheel-drive_vehicles', 'https://en.wikipedia.org/wiki/Category:Audi_vehicles', 'https://en.wikipedia.org/wiki/Category:Cars_introduced_in_2010', 'https://en.wikipedia.org/wiki/Category:Executive_cars', 'https://en.wikipedia.org/wiki/Category:Front-wheel-drive_vehicles', 'https://en.wikipedia.org/wiki/Category:Hatchbacks', 'https://en.wikipedia.org/wiki/Category:Plug-in_hybrid_vehicles', 'https://en.wikipedia.org/wiki/Category:Sedans', 'https://en.wikipedia.org/wiki/Category:Sports_sedans']",2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg,"['https://en.wikipedia.org/wiki/File:2011_Audi_A7_(4G)_3.0_TFSI_quattro_hatchback_(2016-01-07)_01.jpg', 'https://en.wikipedia.org/wiki/File:2011_Audi_A7_(4G)_3.0_TFSI_quattro_hatchback_(2016-01-07)_02.jpg', 'https://en.wikipedia.org/wiki/File:2014_Audi_A7_Sportback_Typ_4G_Facelift_3.0_TDI_competition_quattro_Biturbo_clean_diesel_V6_tiptronic_Cockpit_Innenraum_Interieur.jpg', 'https://en.wikipedia.org/wiki/File:2014_Audi_RS7.jpg', 'https://en.wikipedia.org/wiki/File:2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg', 'https://en.wikipedia.org/wiki/File:2018_Audi_A7_S_Line_50_TDi_Quattro_3.0_Front.jpg', 'https://en.wikipedia.org/wiki/File:2018_Audi_A7_S_Line_50_TDi_Quattro_3.0_Rear.jpg', 'https://en.wikipedia.org/wiki/File:2019_Audi_A7_Sportback_TDi_Quattro_50_Interior.jpg', 'https://en.wikipedia.org/wiki/File:Audi-Logo_2016.svg', 'https://en.wikipedia.org/wiki/File:AudiSportbackConcept.jpg', 'https://en.wikipedia.org/wiki/File:Audi_A7L_001.jpg', 'https://en.wikipedia.org/wiki/File:Audi_A7L_002.jpg', 'https://en.wikipedia.org/wiki/File:Audi_A7L_003.jpg', 'https://en.wikipedia.org/wiki/File:Audi_A7_3.0_TFSI_quattro_S_line_Facelift_Heck.JPG', 'https://en.wikipedia.org/wiki/File:Audi_A7_55_TFSIe_Quattro_Genf_2019_1Y7A5450.jpg', 'https://en.wikipedia.org/wiki/File:Audi_RS7_(14473787081).jpg', 'https://en.wikipedia.org/wiki/File:Audi_RS7_C8_at_IAA_2019_IMG_0307.jpg', 'https://en.wikipedia.org/wiki/File:Audi_RS7_C8_at_IAA_2019_IMG_0310.jpg', 'https://en.wikipedia.org/wiki/File:Audi_S7_(2017)_(33533747615).jpg', 'https://en.wikipedia.org/wiki/File:Audi_S7_(2017)_(33533750435).jpg', 'https://en.wikipedia.org/wiki/File:Audi_S7_(6147099473).jpg', 'https://en.wikipedia.org/wiki/File:Audi_S7_Sportback_4.0_TFSI_quattro_S_tronic.JPG', 'https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Symbol_category_class.svg', 'https://en.wikipedia.org/wiki/File:Wiki_letter_w_cropped.svg']","['https://upload.wikimedia.org/wikipedia/commons/9/9e/2011_Audi_A7_%284G%29_3.0_TFSI_quattro_hatchback_%282016-01-07%29_01.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/72/2011_Audi_A7_%284G%29_3.0_TFSI_quattro_hatchback_%282016-01-07%29_02.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/2014_Audi_A7_Sportback_Typ_4G_Facelift_3.0_TDI_competition_quattro_Biturbo_clean_diesel_V6_tiptronic_Cockpit_Innenraum_Interieur.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/52/2014_Audi_RS7.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d2/2018_Audi_A7_S_Line_40_TDi_S-A_2.0.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/73/2018_Audi_A7_S_Line_50_TDi_Quattro_3.0_Front.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/d3/2018_Audi_A7_S_Line_50_TDi_Quattro_3.0_Rear.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/2019_Audi_A7_Sportback_TDi_Quattro_50_Interior.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/92/Audi-Logo_2016.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/AudiSportbackConcept.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/00/Audi_A7L_001.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/9a/Audi_A7L_002.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Audi_A7L_003.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/2b/Audi_A7_3.0_TFSI_quattro_S_line_Facelift_Heck.JPG', 'https://upload.wikimedia.org/wikipedia/commons/a/ab/Audi_A7_55_TFSIe_Quattro_Genf_2019_1Y7A5450.jpg', 'https://upload.wikimedia.org/wikipedia/commons/b/b8/Audi_RS7_%2814473787081%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/65/Audi_RS7_C8_at_IAA_2019_IMG_0307.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Audi_RS7_C8_at_IAA_2019_IMG_0310.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Audi_S7_%282017%29_%2833533747615%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/d/db/Audi_S7_%282017%29_%2833533750435%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/58/Audi_S7_%286147099473%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/43/Audi_S7_Sportback_4.0_TFSI_quattro_S_tronic.JPG', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg']",,,,,,,,
33857415,Digital content,https://en.wikipedia.org/wiki/Digital_content,4652,Content that exists in digital data form,Content that exists in the form of digital data,,['Digital content'],11893,7,,,Digital_evidence.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Digital_evidence.jpg,['https://en.wikipedia.org/wiki/File:Digital_evidence.jpg'],['https://upload.wikimedia.org/wikipedia/commons/4/40/Digital_evidence.jpg'],,,,,,,,
41382174,Orthocomotis benedeki,https://en.wikipedia.org/wiki/Orthocomotis_benedeki,8,Species of moth,species of insect,,['Orthocomotis benedeki'],1415,,,,,,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Wikispecies-logo.svg']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/df/Wikispecies-logo.svg']",,,,,,,,
64395550,Paula Reinoso,https://en.wikipedia.org/wiki/Paula_Reinoso,11,Argentine sailor,Argentine sailor,,['Paula Reinoso'],1250,,,,,,"['https://en.wikipedia.org/wiki/File:Blue_pencil.svg', 'https://en.wikipedia.org/wiki/File:Crystal_Clear_app_Login_Manager_2.png', 'https://en.wikipedia.org/wiki/File:Flag_of_Argentina.svg']","['https://upload.wikimedia.org/wikipedia/commons/7/73/Blue_pencil.svg', 'https://upload.wikimedia.org/wikipedia/en/c/c2/Crystal_Clear_app_Login_Manager_2.png', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg']",,,,,,,,
67156588,Bangers & Mash (video game),https://en.wikipedia.org/wiki/Bangers_%26_Mash_(video_game),63,,,,['Bangers and Mash'],2117,,,,,,['https://en.wikipedia.org/wiki/File:Wiki_letter_w_cropped.svg'],['https://upload.wikimedia.org/wikipedia/commons/1/1c/Wiki_letter_w_cropped.svg'],,,,,,,,
11194301,Comai County,https://en.wikipedia.org/wiki/Comai_County,71,"County in Tibet, People's Republic of China",county,['cuomei xian'],['Comai County'],3265,19,"['Counties of Tibet', 'Shannan, Tibet', 'Shannan, Tibet geography stubs']","['https://en.wikipedia.org/wiki/Category:Counties_of_Tibet', 'https://en.wikipedia.org/wiki/Category:Shannan,_Tibet', 'https://en.wikipedia.org/wiki/Category:Shannan,_Tibet_geography_stubs']",Location_of_Comai_within_Xizang_(China).png,https://upload.wikimedia.org/wikipedia/commons/8/87/Location_of_Comai_within_Xizang_%28China%29.png,"['https://en.wikipedia.org/wiki/File:China_Tibet_location_map.svg', 'https://en.wikipedia.org/wiki/File:Location_of_Comai_within_Xizang_(China).png', 'https://en.wikipedia.org/wiki/File:Location_of_Shannan_Prefecture_within_Xizang_(China).png', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg', 'https://en.wikipedia.org/wiki/File:Shannan.png', 'https://en.wikipedia.org/wiki/File:Txu-oclc-10552568-nh46-14.jpg']","['https://upload.wikimedia.org/wikipedia/commons/0/0e/China_Tibet_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/87/Location_of_Comai_within_Xizang_%28China%29.png', 'https://upload.wikimedia.org/wikipedia/commons/c/c7/Location_of_Shannan_Prefecture_within_Xizang_%28China%29.png', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/4d/Shannan.png', 'https://upload.wikimedia.org/wikipedia/commons/e/e4/Txu-oclc-10552568-nh46-14.jpg']",28.4382,91.4335,12013642.2,,adm3rd,CN,54,earth
13185171,Paul Stuart,https://en.wikipedia.org/wiki/Paul_Stuart,1375,Men's and women's luxury clothing brand founded in 1938 in New York City,,,['Paul Stuart'],8921,1,"['1938 establishments in New York (state)', 'Clothing brands of the United States', 'Clothing companies established in 1938', 'Clothing retailers of the United States', 'Commercial buildings in Manhattan', 'Retail companies established in 1938', 'Shops in New York City']","['https://en.wikipedia.org/wiki/Category:1938_establishments_in_New_York_(state)', 'https://en.wikipedia.org/wiki/Category:Clothing_brands_of_the_United_States', 'https://en.wikipedia.org/wiki/Category:Clothing_companies_established_in_1938', 'https://en.wikipedia.org/wiki/Category:Clothing_retailers_of_the_United_States', 'https://en.wikipedia.org/wiki/Category:Commercial_buildings_in_Manhattan', 'https://en.wikipedia.org/wiki/Category:Retail_companies_established_in_1938', 'https://en.wikipedia.org/wiki/Category:Shops_in_New_York_City']",,,['https://en.wikipedia.org/wiki/File:Paul-stuart-logo.png'],['https://upload.wikimedia.org/wikipedia/commons/d/db/Paul-stuart-logo.png'],40.754941,-73.978672,3160739.2,,,,,earth
29527400,Oneida Institute,https://en.wikipedia.org/wiki/Oneida_Institute,690,,,,['Whitestown Seminary'],47205,,,,"Oneida_Institute,_Whitestown,_New_York.png",https://upload.wikimedia.org/wikipedia/commons/6/64/Oneida_Institute%2C_Whitestown%2C_New_York.png,"['https://en.wikipedia.org/wiki/File:Diploma_icon.png', 'https://en.wikipedia.org/wiki/File:John_Brown_by_Augustus_Washington,_1846-7.jpg', 'https://en.wikipedia.org/wiki/File:Oneida_Institute,_Whitestown,_New_York.png', 'https://en.wikipedia.org/wiki/File:Whitestown_Seminary_New_York_a_Free_Will_Baptist_School.png']","['https://upload.wikimedia.org/wikipedia/commons/7/76/Diploma_icon.png', 'https://upload.wikimedia.org/wikipedia/commons/b/bc/John_Brown_by_Augustus_Washington%2C_1846-7.jpg', 'https://upload.wikimedia.org/wikipedia/commons/6/64/Oneida_Institute%2C_Whitestown%2C_New_York.png', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/Whitestown_Seminary_New_York_a_Free_Will_Baptist_School.png']",43.118,-75.28651,3012623.7,,,,,earth
46705794,Lambert Simnel (horse),https://en.wikipedia.org/wiki/Lambert_Simnel_(horse),41,British-bred Thoroughbred racehorse,race horse,,['Lambert Simnel'],8677,,,,,,,,,,,,,,,
